Date;High;Low;Open;Close;Volume;Adj Close;datestamp;date;timestamp;day_perf;day_perf_x100;Open_p;Close_p;Open_p2;Close_p2;Open_p5;Close_p5;Open_p10;Close_p10;Volume_p;ema12;ema26;macd;signal;histogram;DVolume;ema12v;ema26v;macdv;signalv;histogramv;Overnight;Dgain;Tgain_;Dgain_p;Dgain_p2;Dgain_p5;Dgain_p10;MDgain_p1;MDgain_p2;MDgain_p5;MDgain_p10;histogram_p;hist_trend;hist_peack;hist_trend_p;hist_changepoint;maxday;daytype;deltaday;deltacovid;low_err;y_pred_l;high_err;y_pred_h;buy;buy3;lower_gap;gain;var_10gg;var_1gg;gain_ave;stock;trend;slope_x1000;first_data;name_ist;trend1w;trend1m;trend3m;trend6m;industry;volumechange;sentimentchange;wk52_high;mkt_Cap_bill
2021-02-03;93.1500015258789;90.19000244140625;90.9800033569336;92.45999908447266;1104482.0;92.45999908447266;2021-02-03;2021-02-03;1612306800;102.0;1.63%;90.87000274658203;90.18000030517578;90.0;89.98999786376953;90.30999755859375;90.48999786376953;99.52999877929688;96.76000213623047;1297500.0;93.34416643778484;115.37846110417293;-22.034294666388092;-33.69957926606181;11.665284599673718;-14.876146435452794;-0.05438987517900515;0.31571955219156383;-0.37010942737056896;-0.23365700592713148;-0.13645242144343747;100.89;102.0;;99.0;100.0;100.0;97.0;102.0;103.0;102.0;93.0;9.62287004584941;2;0;2.0;0;2021-01-29;1.0;6.0;-26.97;-4.461429196155564;37.41307976291154;-5.957766003238646;158.70220354816905;NO;NO;2.47;716;3.42;0.89;47;SRPT;RAISING;0.00024;2006-01-03;ist1;1;0;0;0;Biotechnology;-9.78;3.05;181.83;7.3
2021-02-03;89.38999938964844;86.88999938964844;87.05000305175781;88.95999908447266;9094334.0;88.95999908447266;2021-02-03;2021-02-03;1612306800;102.0;2.19%;88.01000213623047;87.05999755859375;85.98999786376953;86.41000366210938;87.52999877929688;88.19999694824219;95.0;95.37999725341797;9233100.0;89.89499982198079;89.4849997300368;0.410000091943985;2.3658756190895014;-1.9558755271455164;-1.5029188463246363;0.031076362258823608;0.08960229851405604;-0.05852593625523243;-0.05014274159855877;-0.008383194656673663;99.99;102.0;;99.0;100.0;101.0;100.0;101.0;103.0;102.0;94.0;-1.8581407280728937;4;0;4.0;0;2021-01-29;-1.0;-6.0;-50.57;-30.88912919530091;93.71815788760597;-30.458446972304586;143.45063308387327;YES;YES;0.95;612;4.41;-0.01;335;CVX;RAISING;9e-05;2006-01-03;ist2;1;0;1;1;IntegratedOil;8.64;2.89;112.6;171.25
