Date;High;Low;Open;Close;Volume;Adj Close;datestamp;timestamp;day_perf;day_perf_x100;Open_p;Close_p;Open_p2;Close_p2;Open_p5;Close_p5;Open_p10;Close_p10;Volume_p;ema12;ema26;macd;signal;histogram;DVolume;ema12v;ema26v;macdv;signalv;histogramv;Overnight;Dgain;Tgain_;Dgain_p;Dgain_p2;Dgain_p5;Dgain_p10;MDgain_p1;MDgain_p2;MDgain_p5;MDgain_p10;histogram_p;hist_trend;hist_peack;hist_trend_p;hist_changepoint;maxday;daytype;deltaday;low_err;y_pred_l;high_err;y_pred_h;buy;buy3;lower_gap;gain;var_10gg;var_1gg;gain_ave;stock;trend;slope_x1000;first_data;name_ist;trend1w;trend1m;trend3m;trend6m
2021-01-25;750.760009765625;742.25;747.4099731445312;748.6300048828125;101103.0;748.6300048828125;2021-01-25;1611529200;100.0;0.16%;783.0399780273438;744.0800170898438;796.3300170898438;798.6699829101562;800.0599975585938;778.4199829101562;804.219970703125;818.75;1763800.0;790.3675028483073;795.8069246732272;-5.439421824919918;6.789876736806668;-12.229298561726587;-94.26788751559134;0.09647013547455426;0.14598625421821482;-0.04951611874366056;0.01169358476456265;-0.06120970350822321;100.45;100.0;;95.0;100.0;97.0;102.0;96.0;94.0;94.0;93.0;-12.108017750275444;4;0;4.0;0;2021-01-07;-1.0;-19.0;246.62452860141912;362.24573890745796;243.495288598976;640.2534244729042;NO;YES;2.07;-144;0.61;0.45;-329;ISRG;RAISING;0.00118;2006-01-03;ist1;0.0;0.0;1.0;1.0
2021-01-25;65.11000061035156;64.5199966430664;64.87000274658203;64.94999694824219;79443.0;64.94999694824219;2021-01-25;1611529200;100.0;0.12%;63.93000030517578;64.76000213623047;64.31999969482422;64.97000122070312;65.38999938964844;64.66000366210938;65.30999755859375;64.97000122070312;1466600.0;65.06333351135254;64.90454336313101;0.15879014822152726;0.7516558231451561;-0.5928656749236288;-94.58318559934543;-0.07347469233416949;0.0784944313334562;-0.1519691236676257;-0.035048166295652876;-0.1169209573719728;100.17;100.0;;101.0;101.0;99.0;99.0;102.0;101.0;99.0;99.0;-0.6832207030380554;1;0;1.0;0;2020-12-23;-1.0;-34.0;10.627953377279582;33.71672007912161;9.92300431571595;75.57585769516467;NO;YES;1.93;163;1.04;0.17;-159;NTAP;RAISING;6e-05;2006-01-03;ist2;1.0;0.0;1.0;1.0
2021-01-25;3363.889892578125;3325.77001953125;3328.5;3361.35009765625;522854.0;3361.35009765625;2021-01-25;1611529200;101.0;0.99%;3304.31005859375;3292.22998046875;3293.0;3306.989990234375;3123.02001953125;3104.25;3180.0;3182.699951171875;2816300.0;3193.518310546875;3210.1472825270434;-16.628971980168444;-11.58430102747727;-5.044670952691174;-81.43471931257324;-0.07325801946777612;0.07311750965282639;-0.1463755291206025;-0.03598114975961442;-0.11039437936098809;101.1;101.0;;100.0;100.0;99.0;100.0;102.0;102.0;108.0;106.0;-20.093889633135102;1;0;1.0;0;2021-01-07;-1.0;-19.0;1523.0698390514144;1178.3131143679257;1519.9641816325493;2494.785317041407;NO;YES;2.85;-257;8.28;1.1;-457;AMZN;RAISING;0.00491;2006-01-03;ist3;1.0;0.0;1.0;0.0
2021-01-25;412.07000732421875;406.7300109863281;407.0199890136719;412.07000732421875;47848.0;412.07000732421875;2021-01-25;1611529200;101.0;1.24%;400.6600036621094;406.25;403.0;404.8699951171875;371.239990234375;376.3500061035156;384.57000732421875;379.6099853515625;803100.0;385.1758346557617;375.24538362943207;9.93045102632965;8.680421204308825;1.2500298220208244;-94.0420869132113;-0.007153108234394828;0.05906733671015201;-0.06622044494454685;0.04195192513596894;-0.10817237008051578;100.19;101.0;;101.0;100.0;101.0;99.0;103.0;102.0;111.0;107.0;0.4951786139072212;2;0;2.0;0;2021-01-22;1.0;4.0;105.67715137536175;242.02990342474516;102.51173857313358;372.0258218499647;NO;NO;1.7;-97;14.06;0.19;-258;ILMN;RAISING;0.00074;2006-01-03;ist4;1.0;1.0;1.0;1.0
2021-01-25;37.029998779296875;36.66999816894531;37.529998779296875;37.0;330997.0;37.0;2021-01-25;1611529200;99.0;-1.41%;37.529998779296875;37.029998779296875;36.70000076293945;37.52000045776367;36.15999984741211;36.33000183105469;36.58000183105469;36.75;7405200.0;36.50916703542074;35.86192321777344;0.6472438176473005;0.7684119297907905;-0.12116811214348999;-95.53020850213365;0.0002482551504863299;0.07130109902226858;-0.07105284387178225;0.03677966700688413;-0.10783251087866638;101.35;99.0;;99.0;102.0;100.0;100.0;99.0;101.0;102.0;101.0;-0.06059121134614165;4;0;4.0;0;2020-12-11;1.0;46.0;4.728393735513933;19.12043690490396;4.408294268411382;45.57845779393083;NO;NO;1.94;231;4.73;1.35;-127;BSX;RAISING;6e-05;2006-01-03;ist5;1.0;1.0;1.0;0.0
2021-01-25;16.1200008392334;15.878999710083008;16.0;16.09000015258789;129609.0;16.09000015258789;2021-01-25;1611529200;101.0;0.56%;16.0;15.890000343322754;16.559999465942383;16.110000610351562;15.850000381469727;15.59000015258789;15.649999618530273;15.25;2724477.0;15.813333511352539;15.418461652902456;0.39487185845008277;0.2526139703571311;0.14225788809295165;-95.24279338750152;-0.04645525993997879;0.0602801711716833;-0.10673543111166209;0.01993424019861634;-0.12666967131027843;100.69;101.0;;99.0;97.0;98.0;97.0;101.0;97.0;102.0;103.0;0.15925934104158537;3;0;3.0;0;2021-01-12;1.0;14.0;6.519246035337659;0.5932597048689523;6.3191634551345714;18.63357253094491;NO;YES;27.12;158;3.67;0.69;-403;UA;0;-0.00013;2016-03-23;ist6;1.0;1.0;1.0;1.0
2021-01-25;166.5500030517578;165.82000732421875;166.47999572753906;165.9199981689453;37516.0;165.9199981689453;2021-01-25;1611529200;100.0;-0.34%;166.47999572753906;166.97000122070312;168.72999572753906;167.39999389648438;167.27999877929688;168.77000427246094;174.0;172.27999877929688;1023000.0;169.2783342997233;166.5658416748047;2.7124926249186103;3.315129761003007;-0.6026371360843967;-96.3327468230694;-0.12189731338630645;0.10814800483643647;-0.23004531822274293;-0.027184118412173754;-0.2028611998105692;99.71;100.0;;100.0;99.0;101.0;99.0;100.0;98.0;99.0;95.0;-0.11917427258612356;4;0;4.0;0;2020-12-29;-1.0;-28.0;27.505707880610657;115.77443452906755;24.628658893726993;164.20997340376795;NO;YES;1.43;-10;-0.11;-0.29;-155;HCA;RAISING;0.0004;2011-03-10;ist7;0.0;1.0;1.0;1.0
2021-01-25;66.83999633789062;66.4000015258789;66.70999908447266;66.62999725341797;474567.0;66.62999725341797;2021-01-25;1611529200;100.0;-0.12%;66.52999877929688;66.94000244140625;67.73999786376953;66.9800033569336;62.29999923706055;63.33000183105469;62.61000061035156;63.040000915527344;4912700.0;64.41916720072429;61.18461579542894;3.234551405295349;1.884108097804578;1.350443307490771;-90.33999633602703;-0.08892825362765194;0.042419887255898216;-0.13134814088355015;-0.05122317599415213;-0.08012496488939802;99.66;100.0;;101.0;99.0;102.0;101.0;100.0;98.0;107.0;106.0;1.6031672676064668;3;0;3.0;0;2021-01-07;1.0;19.0;-24.21674479996372;47.75212558243808;-25.850136235819093;136.68101178371228;NO;NO;1.4;1051;8.27;-0.34;375;GILD;RAISING;0.00017;2006-01-03;ist8;0.0;1.0;1.0;0.0
2021-01-25;205.97000122070312;203.59019470214844;207.61000061035156;204.2899932861328;280017.0;204.2899932861328;2021-01-25;1611529200;98.0;-1.60%;207.61000061035156;207.1300048828125;210.0;207.89999389648438;214.50999450683594;216.60000610351562;218.0;218.82000732421875;4290300.0;214.1400006612142;208.67230811485877;5.467692546355437;5.3531551524105225;0.11453739394491436;-93.47325361862808;0.052475687284600385;0.1159723453316431;-0.06349665804704271;0.008277152821323385;-0.0717738108683661;100.23;98.0;;100.0;99.0;101.0;100.0;98.0;97.0;95.0;94.0;1.0137260632637322;3;0;3.0;0;2020-12-31;1.0;26.0;38.999698076412244;139.6904718918882;38.137272660392;192.8730979367611;NO;YES;1.46;-55;-1.37;0.23;-186;UNP;RAISING;0.00035;2006-01-03;ist9;0.0;1.0;1.0;1.0
2021-01-25;95.33999633789062;94.05999755859375;94.13999938964844;94.80500030517578;6237130.0;94.80500030517578;2021-01-25;1611529200;101.0;0.71%;94.41999816894531;92.79000091552734;89.33999633789062;91.52999877929688;90.75;88.20999908447266;95.9800033569336;94.58000183105469;71203400.0;92.53791681925456;92.74750019953801;-0.2095833802834477;-0.4836432247759619;0.2740598444925142;-91.24040425035884;-0.024493551934135337;0.03051045274646086;-0.0550040046805962;0.022082584458634213;-0.07708658913923042;101.45;101.0;;98.0;102.0;97.0;99.0;100.0;106.0;104.0;99.0;-0.13818374046913107;2;0;1.0;1;2021-01-25;1.0;1.0;67.66800260569855;-4.839076317957332;67.81413210547544;59.88821364744878;YES;YES;-19.59;-368;7.48;1.45;-715;AMD;RAISING;5e-05;2006-01-03;ist11;1.0;0.0;1.0;1.0
